DESIGNATION,RA,DEC
17 Capricorni,311.5417229,-21.51411758
17 Delphini,313.9029461,13.72148531
17 Eridani,52.65447497,-5.075118793
17 Herculis,244.069602,23.12267299
17 Lyncis,107.4073078,60.79187909
17 Lyrae,286.8571936,32.50184161
17 Monocerotis,101.8325161,8.037203392
17 Pegasi,329.2347575,12.07643204
17 Persei,42.87854041,35.05946084
17 Sextantis,152.5312788,-8.408164847
17 Ursae Majoris,138.9572241,56.74127908
17 Vulpeculae,301.722606,23.61442618
171 Puppis,116.3943112,-34.16496181
17A Comae Berenices,187.227812,25.91278446
18 Andromedae,354.7845961,50.47172358
18 Aql,286.7441619,11.07111612
18 Aquarii,321.0482896,-12.87807149
18 Aurigae,79.8491253,33.98533345
18 Camelopardis,83.14174511,57.22007194
18 CMa,104.0276863,-14.04340253
18 Comae Berenices,187.3625882,24.10892775
18 Crt,173.2253832,-31.08719632
18 Draconis,250.2296583,64.58897329
18 Leonis,146.5971241,11.81012154
18 Librae,224.7227782,-11.14429721
18 LMi,149.1303533,32.38468076
18 Lyncis,108.9778827,59.6363182
18 Monocerotis,101.9651225,2.41210563
18 Orionis,79.01719182,11.34132833
18 Pegasi,330.0330935,6.717449634
18 Puppis,122.6647915,-13.79894741
18 Sagittae,304.0824928,21.59859199
18 Sagittarii,276.2552498,-30.75687901
18 Sextantis,152.7327526,-8.418654579
18 Tauri,56.29068291,24.839057
18 Vulpeculae,302.6398314,26.90422396
184 Car,153.3772518,-66.37275974
188 Puppis,117.2568342,-24.91214324
19 Aql,287.2495867,6.072861853
19 Aquarii,321.3043504,-9.749297978
19 Arietis,33.26421874,15.27977028
19 Aurigae,80.0038365,33.95803895
19 Cam,84.31279731,64.15439886
19 Capricorni,313.6989609,-17.92297291
19 CVn,198.8824673,40.85529702
19 Gem,97.90594055,15.90344189
19 Herculis,244.5985589,25.89666165
19 Hydrae,137.1756591,-8.589535654
19 Leonis,146.857975,11.5681894
19 Leonis Minoris,149.4203739,41.05551696
19 Leporis,91.92355105,-19.16561324
19 Monocerotis,96.98985026,-4.762159396
19 Monocerotis,105.7282206,-4.239222041
19 Ophiuchi,251.790587,2.064463996
19 Pegasi,330.2884377,8.257161303
19 Piscis Austrini,340.5921144,-29.36113693
19 Puppis,122.8178103,-12.92695945
19 Sextantis,153.2012939,4.614649964
19 UMa,138.8085004,34.63373116
19 Ursae Minoris,242.7063297,75.87761974
19 Vulpeculae,302.9498989,26.80894554
191 Car,155.7420251,-66.90144453
191 Oph,261.2761125,-24.24363722
192 Geminorum,115.8423077,22.3995381
19A Lyncis,110.7168868,55.28125528
2 Andromedae A,345.6519293,42.75779612
2 Aurigae,73.15811134,36.70317158
2 Bootis,205.2596941,22.49565815
2 Camelopardalis,69.99225445,53.47256512
2 Cassiopeiae,347.433915,59.3326933
2 Ceti,0.935067385,-17.33603139
2 CVn,184.0315541,40.66003518
2 Cygni,291.0316391,29.62138548
2 Draconis,174.0130273,69.32239031
2 Geminorum,91.70274225,23.6385921
2 Herculis,238.6575025,43.13885355
2 Hydrae,126.6131156,-3.987734566
2 Lacertae,335.2565895,46.53657834
2 Librae,215.8567295,-11.71430464
2 LMi,129.882691,32.51551633
2 Monocerotis,89.76801536,-9.558457757
2 Peg,322.4871785,23.63885637
2 Piscium,344.864781,0.962619572
2 PsA,316.6027908,-32.34158435
2 Sagittae,291.0919409,16.93764795
2 Sagittarii,264.6867312,-21.91271681
2 Ser,225.4538758,-0.14036703
2 Sex,144.6129673,4.649066398
2 UMa,128.6499104,65.14481984
2 Ursae Minoris,17.19247208,86.25704383
20 Aquarii,321.2152859,-3.398577322
20 Aquilae,288.1696963,-7.939548358
20 Bootis,214.9378242,16.30721114
20 Cephei,331.2522186,62.78592952
20 Ceti,13.25208542,-1.144329698
20 Comae Berenices,187.4302919,20.89596703
20 Cyg,297.6571014,52.98768832
20 Eridani,54.07268498,-17.46710836
20 Hydrae,137.3981307,-8.787679864
20 Leonis,147.4585178,21.17936281
20 Monocerotis,107.5570042,-4.236140485
20 Ophiuchi,252.4588785,-10.78343939
20 Pegasi,330.2725477,13.11956679
20 Persei,43.42786006,38.33710517
20 Piscis Austrini,341.3854823,-25.23689263
20 Piscium,356.9860147,-2.761574542
20 Puppis,123.3331374,-15.78824134
20 Ursae Minoris,243.1329602,75.21084027
20 Virginis,188.2617672,10.29568835
202 Car,157.5842668,-71.99292785
20A Geminorum,98.07744564,17.78446862
21 Aquarii,321.3206028,-3.557059894
21 Arietis,33.92780107,25.04266469
21 Canum Venaticorum,199.5602149,49.6821363
21 Capricorni,315.2155469,-17.53096976
21 Cnc,125.9800307,10.63195827
21 Comae Berenices,187.7522745,24.56712553
21 Herculis,246.0451305,6.948282268
21 Leonis Minoris,151.8576284,35.24469813
21 Lyncis,111.6784816,49.21131032
21 Ophiuchi,252.8537683,1.215896605
21 Orionis,79.79667405,2.595597699
21 Pegasi,330.82938,11.38653588
21 Piscis Austrini,342.8371993,-29.53636606
21 Piscium,357.3644634,1.076007247
21 Puppis,124.3463233,-16.28514954
21 Virginis,188.4444132,-9.452076776
212 Pup,118.0641914,-34.70437854
22 Andromedae,2.580228866,46.07226999
22 Aquilae,289.129363,4.834742937
22 Aurigae,80.84538456,28.93661838
22 Bootis,216.6136919,19.22701789
22 Comae Berenices,188.3925221,24.28294419
22 Crt,174.145768,-33.57021523
22 Cygni,298.9656913,38.48670714
22 Librae,226.7041305,-16.48443449
22 LMi,153.7762292,31.4680507
22 Lyncis,112.4839175,49.67209104
22 Ophiuchi,253.7116835,-23.51252388
22 Piscium,357.991066,2.930323606
22 Puppis,125.6950209,-13.05500114
22 Scorpii,247.5519597,-25.11534116
22 Tauri,56.51218036,24.52769733
22 Ursae Majoris,143.7240914,72.20534421
23 Andromedae,3.377771938,41.03472005
23 Aql,289.6354531,1.085207603
23 Camelopardis,86.0350861,61.47653828
23 Car,105.2143694,-51.40249644
23 Com,188.7125201,22.6293072
23 Crateris,174.254986,-32.98855343
23 Cyg,298.322459,57.52351764
23 Herculis,245.7355291,32.3329778
23 Hydrae,139.1739963,-6.353130548
23 Leonis,147.7583523,13.06620717
23 Leonis Minoris,154.0597648,29.31037279
23 Lyncis,115.2062629,57.08281902
23 Ophiuchi,253.6485829,-6.154075178
23 Orionis,80.70834192,3.54444329
23 Pegasi,331.3946294,28.96393666
23 Psc,358.0972207,21.6710756
23 Sagittarii,277.6214887,-23.25066301
23 Ursae Majoris,142.8831747,63.06197903
23 Vulpeculae,303.9420626,27.81425277
24 Aquilae,289.7123302,0.339090314
24 Bootis,217.1554589,49.84464228
24 Capricorni,316.7818201,-25.00604909
24 Cephei,332.4522785,72.34121797
24 Com A,188.7823214,18.37716203
24 Com B,188.7764291,18.3771866
24 Eridani,56.12714366,-1.163115938
24 Hydrae,139.1722834,-8.744755787
24 Lyncis,115.7514132,58.71012644
24 Monocerotis,108.8308256,-0.161269545
24 Oph B,254.1998696,-23.15021334
24 Persei,44.76506836,35.18316029
24 Piscium,358.2318472,-3.155670049
24 Sagittarii,278.4728473,-24.03231464
24 Sco,250.393166,-17.74217354
24 Sextantis,155.8684957,-0.90240479
24 Tauri,56.83776002,24.11606748
24 Ursae Minoris,262.7029354,86.96809054
24 Vulpeculae,304.1962668,24.6710257
25 Aquarii,324.8884791,2.243189216
25 Arietis,36.84612981,10.19742153
25 Cancri,126.4569314,17.04559634
25 Cephei,334.5531023,62.804438
25 Ceti,15.76005062,-4.837055254
25 Comae Berenices,189.2428748,17.0894571
25 CVn,204.3645959,36.29500221
25 Eridani,56.23566675,-0.296729422
25 Geminorum,100.3370737,28.19663251
25 Herculis,246.3507278,37.39397845
25 Lyncis,118.6218237,47.38598901
25 Monocerotis,114.3192446,-4.110906083
25 Piscium,358.2699109,2.09057271
25 Sagittarii,278.6364982,-24.22240475
25 Scorpii,251.7139169,-25.52864303
25 Virginis,189.1971841,-5.831990675
26 Andromedae,4.675847312,43.79112892
26 Aquarii,325.5421181,1.285217042
26 Aurigae,84.65860135,30.49236035
26 Bootis,218.1349828,22.26023307
26 Camelopardis,86.62678018,56.11531427
26 Canis Majoris,108.0508671,-25.94254653
26 Capricorni,317.314467,-20.19319169
26 Ceti,15.95483014,1.366667739
26 Com,189.7800856,21.06251851
26 Crt,175.4330765,-32.49954956
26 Cyg,300.3399611,50.10471768
26 Draconis,263.7506638,61.87244004
26 Geminorum,100.6013964,17.64492041
26 Hydrae,139.9431298,-11.97479764
26 Librae,228.6405821,-17.76863927
26 Lyncis,118.6776001,47.56459942
26 Ophiuchi,255.0399951,-24.98935389
26 Piscium,358.7825731,7.070888878
26 Sagittarii,280.4652803,-23.83354343
26 Sextantis,156.6535966,-0.988017115
26 Tauri,57.23749156,23.85687454
26 Ursae Majoris,143.7054786,52.05131762
26 Vulpeculae,309.0348748,25.88270186
27 Aquilae,290.1487183,-0.892142591
27 Ari,37.7268121,17.70349008
27 Capricorni,317.3880606,-20.55726403
27 Ceti,16.40353761,-9.979475124
27 Comae Berenices,191.6615743,16.57775849
27 Draconis,262.9909784,68.13561454
27 Leo,149.5556198,12.44473456
27 Leonis Minoris,155.7763049,33.90812044
27 Lyncis,122.1139584,51.50664611
27 Monocerotis,119.9337316,-3.679597614
27 Pegasi,332.3064887,33.17202895
27 Piscium,359.6679686,-3.55628596
27 Scorpii,254.296586,-33.25953358
27 Sextantis,156.6951097,-4.388350094
27 UMa,145.7378857,72.25249805
27 Vulpeculae,309.2695446,26.46189389
28 Aquarii,330.270927,0.604669143
28 Cancri,127.1531213,24.14470066
28 Cephei,336.6763883,78.78565678
28 Ceti,16.5215901,-9.839327368
28 Comae Berenices,192.0595083,13.55290347
28 Geminorum,101.1893733,28.97081602
28 Herculis,248.1487587,5.521218683
28 Hydrae,141.3500923,-5.117423706
28 Leonis Minoris,156.0357723,33.71851738
28 Librae,230.2236284,-18.15893199
28 Lyncis,121.7913776,43.2602114
28 Monocerotis,120.3058572,-1.392941634
28 Pegasi,332.6257528,20.97794126
28 Sagittarii,281.5860153,-22.39217965
28 Scorpii,256.5491032,-21.56493228
28 UMa,146.4805285,63.65312248
28 Vulpeculae,309.6330248,24.11592563
29 Arietis,38.22549677,15.03475368
29 Cancri,127.1555178,14.21076979
29 Capricorni,318.9369528,-15.17148239
29 Comae Berenices,192.226019,14.12249826
29 Crt,178.9172246,-28.47722531
29 Draconis,263.1706343,74.22749068
29 Herculis,248.1504061,11.48768905
29 Leonis Minoris,156.4366046,35.42516582
29 Lyncis,124.4600205,59.57114543
29 Ophiuchi,255.4634014,-18.8856061
29 Orionis,80.98671812,-7.808256885
29 Persei,49.65741688,50.22206771
29 Piscium,0.456113492,-3.02754919
29 Sagittarii,282.4171139,-20.32450728
29 Sco,258.5593971,-26.98472003
29 Tauri,56.41861026,6.049936125
29 Vulpeculae,309.6309121,21.20119565
2A Puppis,116.3713485,-14.69062467
2E 1001,65.73422491,17.54239076
2E 1027,66.40598637,15.94090754
2E 1067,67.69551967,16.14853261
2E 1080,68.02053657,5.410075629
2E 1107,69.97779924,53.07946385
2E 1463,84.43571539,-28.68950184
2E 1577,88.09750097,19.86783468
2E 1592,89.10103277,-14.16708078
2E 1739,103.0951686,-5.316337597
2E 1796,108.7129654,-27.03812516
2E 1818,111.9345527,21.44474095
2E 2236,152.5239694,-12.81641059
2E 2325,161.5687787,-64.51451299
2E 2327,161.6230989,-64.26319513
2E 25,2.509321832,11.14582759
2E 278,17.00665952,32.01202071
2E 2788,189.0039767,-39.86961182
2E 2952,195.4437954,63.61033146
2E 303,17.45497556,19.65844766
2E 3121,204.6748506,-29.56120933
2E 3145,208.3037137,17.93289163
2E 3207,213.4208773,-0.846083696
2E 3226,214.1003392,39.74473875
2E 3242,214.8183121,13.00416215
2E 3265,216.2974562,51.84896726
2E 3365,225.2428346,-8.518974108
2E 3443,232.7311087,8.579078484
2E 3507,237.3981387,26.06810445
2E 3570,240.469544,58.56673458
2E 3596,242.0186985,17.04694775
2E 383,21.39881653,23.5114162
2E 387,21.5634719,19.17239754
2E 388,21.7772523,34.377504
2E 3931,264.2379137,68.75939577
2E 3953,267.1033162,20.56546209
2E 4092,278.7601907,-10.97723002
2E 4152,282.8010835,59.38846716
2E 4189,287.1673666,16.85085504
2E 4230,290.1376115,-5.415560308
2E 4237,290.7014996,9.913626392
2E 4247,291.3432921,20.27164963
2E 4410,310.0746668,60.50609154
2E 4441,315.8591586,50.35212183
2E 453,24.83736908,44.38621335
2E 4546,329.811319,73.17918362
2E 4554,330.8724079,-56.79725466
2E 4577,332.6409275,-4.266840375
2E 4624,338.4200044,56.62492161
2E 4729,351.3458578,23.40426162
2E 543,33.33887454,74.02755614
2E 63,4.984421733,16.2508192
2E 658,41.27732198,-18.57240874
2E 684,44.52286681,20.66859348
2E 754,49.49679699,-66.92679152
2E 797,53.70440842,6.417624498
2E 979,65.2201577,13.86437084
2E 985,65.39545705,14.40970389
3 Andromedae,346.0469091,50.05283583
3 Aquarii,311.9343288,-5.027879831
3 Cancri,120.1970659,17.30868504
3 Capricorni,304.0950559,-12.33719589
3 Cen,207.9564852,-32.99421605
3 Ceti,1.125468265,-10.50957473
3 Com,182.6317265,16.80927947
3 Corvi,182.7656751,-23.60251086
3 Crt,161.7168204,-17.29695842
3 Cyg,291.3564587,24.90997127
3 Draconis,175.6176602,66.74507991
3 Equulei,316.1444403,5.502867695
3 Her,240.2128702,4.427682318
3 Leonis,142.1214409,8.188161644
3 LMi,129.9846765,32.72709903
3 Monocerotis,90.46006296,-10.59791302
3 Persei,29.63965614,49.20453821
3 Piscium,345.1581106,0.185932201
3 Piscium Australis,318.3226912,-27.61985698
3 Puppis,115.9519308,-28.95480828
3 Ser,228.7972412,4.939375411
3 Ursae Minoris,211.7339572,74.5938424
30 Arietis A,39.2528504,24.64715136
30 Camelopardis,88.07188533,58.96399645
30 Capricorni,319.4887685,-17.98514292
30 Cephei,339.6627176,63.58438562
30 Comae Berenices,192.3222409,27.55247466
30 Cyg,303.3253127,46.81566906
30 Draconis,267.267501,50.78197501
30 Eridani,58.17354957,-5.361280382
30 Geminorum,100.9970277,13.22776755
30 Herculis,247.1607938,41.88165069
30 Leonis Minoris,156.4780014,33.79585503
30 Librae,230.7574401,-15.13395063
30 Mon,126.4148355,-3.906531448
30 Pegasi,335.1149688,5.789508102
30 Persei,49.44747251,44.02491385
30 Sagittarii,282.7102936,-22.16234124
30 Ser,237.23652,-3.818478288
30 Tauri,57.06788625,11.14319631
30 Vulpeculae,311.2186148,25.26980527
31 Arietis,39.15926755,12.44725109
31 Bootis,220.4114172,8.161778738
31 Cassiopeiae,17.66427559,68.7785036
31 Cephei,338.944946,73.64329301
31 Comae Berenices,192.9246071,27.54067642
31 Leonis,151.9757553,9.997218678
31 Pegasi,335.3795033,12.20520969
31 Persei,49.78198801,50.09486073
31 Piscium,0.600690471,8.956809017
31 Tau A,58.0009889,6.534887769
31 Virginis,190.4876685,6.806566337
31 Vulpeculae,313.0316601,27.09669302
32 Andromedae,10.27985345,39.4586492
32 Aquarii,331.1975094,-0.906536076
32 Bootis,220.4306112,11.66016064
32 Ceti,17.54967652,-8.906306983
32 Comae Berenices,193.0510773,17.07391551
32 Geminorum,101.4758258,12.69355731
32 Leonis Minoris,157.5267711,38.92511214
32 Librae,232.0642765,-16.7166351
32 Lyncis,128.3397302,36.43644892
32 Ophiuchi,255.7829119,14.09166988
32 Orionis,82.69633914,5.948229293
32 Orionis,82.69608787,5.947972911
32 Pegasi,335.3306673,28.33055323
32 Persei,50.36028875,43.32964658
32 Piscium,0.623336922,8.485254953
32 Sco,260.4230136,-24.90627851
32 Tauri,59.2173279,22.47746679
32 Ursae Majoris,154.5075029,65.10831236
32 Virginis,191.4039262,7.673346683
32 Vulpeculae,313.6401448,28.05761856
33 Arietis,40.17146537,27.06082376
33 Bootis,219.70885,44.40442037
33 Capricorni,321.0399349,-20.85243801
33 Ceti,17.6397728,2.445613478
33 Cyg,303.3499401,56.56808504
33 Hydrae,143.6360733,-5.91520819
33 Leonis Minoris,157.9641518,32.37959202
33 Lyncis,128.6827095,36.41943921
33 Ophiuchi,255.9136605,13.60519963
33 Pegasi,335.9164369,20.84833685
33 Psc,1.333868019,-5.707222967
33 Sagittarii,283.5003905,-21.35993015
33 Sextantis,160.3501582,-1.742022538
33 Virginis,191.5951982,9.537664199
33 Vulpeculae,314.568111,22.3258866
34 Bootis,220.85561,26.52778263
34 Camelopardis,89.94089616,55.32045507
34 Cancri,128.1661483,10.06598128
34 Ceti,17.93102078,-2.251174978
34 Herculis,247.5248217,48.96083263
34 Hydrae,144.4643427,-9.424418387
34 Leonis Minoris,158.378642,34.98868097
34 Librae,232.6684438,-16.60947027
34 Lyncis,130.2546242,45.83441071
34 Ophiuchi,255.991946,13.56684358
34 Pegasi,336.6570825,4.393990855
34 Persei,52.34203404,49.50881996
34 Sextantis,160.6557737,3.583269764
34 Virginis,191.8070502,11.95803592
34 Vul,320.2694886,23.85543771
35 Aquarii,332.2457926,-18.51962977
35 Arietis,40.86301884,27.7070986
35 Camelopardalis,91.12134561,51.57320103
35 Cancri,128.8308625,19.59000897
35 Capricorni,321.8116162,-21.19634843
35 Cassiopeiae,20.27255749,64.65802915
35 Ceti,18.1268998,2.471117828
35 Com,193.3235907,21.24454709
35 Com,193.3237038,21.24485855
35 Cyg,304.6627848,34.98275148
35 Draconis,267.3633618,76.96397842
35 Eridani,60.38365621,-1.549729149
35 Geminorum,102.6062343,13.41315018
35 Leonis,154.1335675,23.50325535
35 Leonis Minoris,159.0894545,36.3267805
35 Lyncis,132.9867038,43.72681009
35 Orionis,83.47617562,14.3055474
35 Pegasi,336.9650271,4.69430682
35 Ursae Majoris,157.4768834,65.6260979
35 Virginis,191.9641854,3.572700696
35 Vulpeculae,321.9171144,27.60868743
36 Andromedae A,13.74273246,23.62813893
36 Andromedae B,13.7425621,23.62841125
36 Aquilae,292.6660805,-2.78893497
36 Arietis,41.07980878,17.76376573
36 Camelopardis,93.21282806,65.71828196
36 Cancri,129.2739093,9.655560831
36 Capricorni,322.1814818,-21.8072042
36 Ceti,18.19852693,-6.78344604
36 Comae Berenices,194.7308368,17.40959274
36 Doradus,88.52668206,-63.08733521
36 Geminorum,102.8876659,21.76098626
36 Leonis Minoris,159.4676747,34.07864987
36 Librae,233.6555466,-28.04716328
36 Oph A,258.8341202,-26.60680662
36 Pegasi,337.2834936,9.128947504
36 Persei,53.10907336,46.05652898
36 Piscium,4.141706931,8.240090811
36 Serpentis,237.8145637,-3.090622267
36 Sextantis,161.2891896,2.487875131
36 Tauri,61.09029732,24.10594986
37 Aquarii,332.6326024,-10.82026052
37 Aquilae,293.780276,-10.56045511
37 Camelopardis,92.49603424,58.93577566
37 Capricorni,323.712558,-20.08412583
37 Ceti,18.600727,-7.921590239
37 Com,195.0685153,30.78499224
37 Draconis,273.8213935,68.75553647
37 Eridani,62.5938332,-6.923903878
37 Herculis,250.1611984,4.219743302
37 Leonis,154.1696355,13.72826871
37 Leonis Minoris,159.6800536,31.97627339
37 Librae,233.545981,-10.06557535
37 Lyn,140.182088,51.26670358
37 Ophiuchi,258.1158758,10.58503894
37 Orionis,83.70517012,9.4895753
37 Sex,161.5236324,6.373020797
37 Tauri,61.17425004,22.08166969
37 Ursae Majoris,158.790934,57.08280045
37 Virginis,192.9035472,3.05687348
38 Aquarii,332.6563095,-11.56489985
38 Aurigae,90.82551477,42.9108993
38 Cassiopeiae,22.80911852,70.26426647
38 Ceti,18.70482202,-0.972881475
38 Comae Berenices,195.2900258,17.1230439
38 Leonis Minoris,159.7805581,37.90980002
38 Lyn,139.7108313,36.80203503
38 Lyncis B,139.7102131,36.80150702
38 Orionis,83.56977895,3.766827509
38 Pegasi,337.5077263,32.57257699
38 Ursae Majoris,160.4839298,65.71598439
38 Virginis,193.2953156,-3.553113792
39 Andromedae,15.72595247,41.34513134
39 Aquarii,333.1073907,-14.19417687
39 Arietis,41.97802443,29.24656344
39 Aurigae,91.26383041,42.98098507
39 Camelopardis,92.80650055,60.45342239
39 Cygni,305.9653346,32.19013516
39 Eridani,63.59866323,-10.25700468
39 Geminorum,104.6967398,26.08149775
39 Herculis,250.4029196,26.91668126
39 Leonis,154.308579,23.10578208
39 Oph A,259.5025574,-24.2869381
39 Pegasi,338.1486222,20.23016034
39 Ursae Majoris,160.9307235,57.19895997
3A Pegasi,324.4321221,6.618382138
4 Andromedae,346.9135313,46.38709716
4 Aquarii A,312.8577199,-5.626611793
4 Aquilae,281.2081169,2.059973006
4 Arietis,27.04581029,16.95538313
4 Camelopardalis,72.001566,56.75655196
4 Cancri,120.4321968,25.08952086
4 Canum Venaticorum,185.9454008,42.54279959
4 Capricorni,304.5059854,-21.81006459
4 Cassiopeiae,351.2095352,62.28276036
4 Cephei,310.7962062,66.65760004
4 Comae Berenices,182.9630409,25.87014351
4 Equulei,316.361003,5.957600548
4 Eridani,44.34952158,-23.86232824
4 Lacertae,336.1290951,49.47637715
4 Librae,220.8063534,-24.99779278
4 LMi,130.0759859,31.94175916
4 Lup,235.6708032,-34.71055019
4 Pegasi,324.6335919,5.771873917
4 Puppis,116.486907,-14.56377857
4 Sagittarii,269.9481475,-23.81634204
4 Scorpii,238.875103,-26.26610262
4 Serpentis,228.9540143,0.37219291
4 Sextantis,147.6246795,4.343421209
4 Tauri,52.6018938,11.33636631
4 Ursae Minoris,212.211557,77.54765794
4 Virginis,176.9784873,8.245931536
4 Vulpeculae,291.3695921,19.79802525
40 Arietis,42.13389579,18.28364659
40 Aurigae,91.64629334,38.4824064
40 Bootis,224.9037635,39.26551648
40 Camelopardalis,93.91913936,59.99886848
40 Cassiopeiae,24.62864762,73.03997759
40 Comae Berenices,196.5943142,22.61599169
40 Draconis,270.0159414,80.00143282
40 Eridani A,63.80795301,-7.668077815
40 Geminorum,104.8663449,25.91411473
40 Leonis,154.932943,19.46996136
40 Leonis Minoris,160.7573526,26.32527222
40 Pegasi,339.7189111,19.52183364
40 Persei,55.59437438,33.96500484
41 Andromedae,17.00453777,43.94182155
41 Aqr,333.5752541,-21.0743238
41 Arietis,42.49630881,27.25998891
